,cnn_0,cnn_1,cnn_2,cnn_3,cnn_4,cnn_5,cnn_6,cnn_7,cnn_8,cnn_9,cnn_10,cnn_11,cnn_12,cnn_13,cnn_14,cnn_15,cnn_16,cnn_17,cnn_18,cnn_19,cnn_20,cnn_21,cnn_22,cnn_23,cnn_24,cnn_25,cnn_26,cnn_27,cnn_28,cnn_29,cnn_30,cnn_31,ID
16,0.0,1.7551106,0.1883767,1.605878,1.4425582,0.0,0.9725412,0.0,0.0,1.3231075,1.8391691,1.9204786,0.0,1.9382423,0.0,1.5547985,1.2260575,0.8995565,1.4280971,0.0,0.0,1.1941662,0.0,0.0,1.3578097,0.0,0.0,1.4279866,1.2344314,0.0,0.0,0.0,167
17,0.0,0.8748019,0.0,0.78254116,0.84600383,0.0,0.6253933,0.0,0.0,0.9604494,1.3748146,0.98570734,0.0,1.043525,0.0,1.0695292,0.4804148,0.25263673,0.72323835,0.0,0.0,0.752967,0.0,0.0,0.6273064,0.0,0.0,0.92683554,0.8994571,0.0,0.0,0.0,168
18,0.0,0.8023681,0.0,0.660023,0.70369035,0.0,0.503574,0.0,0.0,0.83774686,1.4185762,0.949018,0.0,0.9692264,0.0,0.9958067,0.37524557,0.15753317,0.5649254,0.0,0.0,0.79539216,0.0,0.0,0.5216048,0.0,0.0,0.9314312,0.8879149,0.0,0.0,0.0,172
19,0.0,1.8317425,0.050982296,1.5906979,1.5742555,0.0,1.0960984,0.0,0.0,1.5517169,2.276162,2.197383,0.0,2.1195593,0.0,1.8129548,1.0950488,0.6896816,1.3985095,0.0,0.0,1.4575987,0.0,0.0,1.3301759,0.0,0.0,1.6081941,1.5105137,0.0,0.0,0.0,180
20,0.0,1.960185,0.07678981,1.7231455,1.7301128,0.0,1.1955338,0.0,0.0,1.7033218,2.4658034,2.4315486,0.0,2.265035,0.0,1.9714135,1.1564593,0.70894396,1.4933226,0.0,0.0,1.5621583,0.0,0.0,1.4575694,0.0,0.0,1.7245826,1.6061757,0.0,0.0,0.0,194
21,0.0,1.8199574,0.076322034,1.5893463,1.5277425,0.0,1.0538101,0.0,0.0,1.4803197,2.155635,2.1189039,0.0,2.0745895,0.0,1.7427434,1.1346854,0.7539114,1.4072328,0.0,0.0,1.4036137,0.0,0.0,1.3330828,0.0,0.0,1.5662434,1.4375495,0.0,0.0,0.0,202
22,0.0,0.91372615,0.0,0.6958461,0.8345865,0.0,0.5391546,0.0,0.0,0.9838871,1.7041222,1.1636596,0.0,1.1138629,0.0,1.1860911,0.37076867,0.12128951,0.57808167,0.0,0.0,0.97942746,0.0,0.0,0.55257845,0.0,0.0,1.0834287,1.0248144,0.0,0.0,0.0,210
23,0.0,0.92541707,0.0,0.7381047,0.80504805,0.0,0.5756836,0.0,0.0,0.95910656,1.6194204,1.1319607,0.0,1.1294905,0.0,1.1423771,0.43145645,0.18327619,0.6507965,0.0,0.0,0.97344685,0.0,0.0,0.60259306,0.0,0.0,1.0659455,1.0075022,0.0,0.0,0.0,243
24,0.0,1.3506497,0.0,1.1700654,1.2372749,0.0,0.91003823,0.0,0.0,1.3371902,1.9693646,1.704811,0.0,1.6240355,0.0,1.5235406,0.71581763,0.36186808,1.0247473,0.0,0.0,1.2412922,0.0,0.0,0.97046834,0.0,0.0,1.3222898,1.2962064,0.0,0.0,0.0,247
25,0.0,0.55706584,0.0,0.3804512,0.51989233,0.0,0.3317137,0.0,0.0,0.62999815,1.0697526,0.5689561,0.0,0.7141338,0.0,0.7448364,0.29037166,0.11078991,0.36864108,0.0,0.0,0.5460174,0.0,0.0,0.32975262,0.0,0.0,0.6959036,0.658105,0.0,0.0,0.0,268
26,0.0,0.58364576,0.0,0.589988,0.24821502,0.0,0.24320515,0.0,0.0,0.3826877,0.92213213,0.75181526,0.0,0.6248923,0.0,0.6575687,0.060850114,0.11072756,0.3126618,0.0,0.0,0.74855274,0.0,0.0,0.36129087,0.0,0.0,0.69419277,0.7394446,0.0,0.0,0.0,269
27,0.0,0.9852209,0.0,0.9283861,0.82333124,0.0,0.5997846,0.0,0.0,0.84062654,1.1286013,0.98457205,0.0,1.0873967,0.0,0.96216834,0.7178201,0.5188463,0.8648905,0.0,0.0,0.6466424,0.0,0.0,0.80233043,0.0,0.0,0.88744134,0.75086534,0.0,0.0,0.0,272
28,2.8522034,0.0,0.033740565,0.0,0.0,0.0,0.0,0.0,0.93331194,1.3496109,0.0,0.0,1.8191645,0.0,0.0,0.0,0.0,0.0,0.0,0.45106083,0.7274233,0.44195938,0.0,0.37442362,1.1136642,0.0,0.0,0.0,0.0,2.157642,0.5316334,0.0,274
29,0.0,0.059283346,0.0,0.071456105,0.0,0.0,0.10135843,0.08168152,0.0,0.16458362,0.4402447,0.4234395,0.0,0.28212315,0.0,0.2759025,0.0,0.0,0.0,0.0,0.20302106,0.38127232,0.0,0.0,0.23040476,0.0,0.18749388,0.25250626,0.3017927,0.30152687,0.0,0.0,282
30,0.0,1.6032425,0.11101672,1.4462513,1.3092469,0.0,0.88438153,0.0,0.0,1.2251606,1.7309567,1.7147532,0.0,1.7787422,0.0,1.4450116,1.1127851,0.80754566,1.2972928,0.0,0.0,1.1400834,0.0,0.0,1.2086,0.0,0.0,1.3469726,1.159653,0.0,0.0,0.0,286
31,0.0,1.3139364,0.0,1.154012,1.2302476,0.0,0.90606964,0.0,0.0,1.2701743,1.7694417,1.5971532,0.0,1.5564754,0.0,1.4199904,0.73947895,0.40844798,1.0571117,0.0,0.0,0.9770062,0.0,0.0,1.0004265,0.0,0.0,1.1962311,1.1959497,0.0,0.0,0.0,291
32,0.0,1.6444229,0.17825401,1.5221328,1.3451945,0.0,0.91002595,0.0,0.0,1.230352,1.6891172,1.7614784,0.0,1.8012049,0.0,1.4429821,1.1728424,0.8731915,1.358493,0.0,0.0,1.0866733,0.0,0.0,1.2865894,0.0,0.0,1.3322479,1.13857,0.0,0.0,0.0,292
33,0.0,2.028549,0.0,1.5500617,1.8421872,0.0,1.2410452,0.0,0.0,1.9295204,3.0779412,2.6582017,0.0,2.506092,0.0,2.2743716,0.95845187,0.42271405,1.3494083,0.0,0.0,1.9378486,0.0,0.0,1.2586539,0.0,0.0,1.9596702,1.9842784,0.0,0.0,0.0,297
34,0.0,1.4795617,0.11441368,1.3911264,1.2475483,0.0,0.86828125,0.0,0.0,1.1786718,1.589022,1.6088207,0.0,1.6262561,0.0,1.359503,1.0264992,0.74348474,1.2385712,0.0,0.0,0.9876086,0.0,0.0,1.1716491,0.0,0.0,1.228178,1.074527,0.0,0.0,0.0,300
35,0.0,1.5654869,0.17386952,1.4841053,1.3022648,0.0,0.8958521,0.0,0.0,1.2019873,1.5870762,1.710226,0.0,1.7125064,0.0,1.3649343,1.1306783,0.8382536,1.3368638,0.0,0.0,0.99247515,0.0,0.0,1.2875125,0.0,0.0,1.2557107,1.0606707,0.0,0.0,0.0,304
36,0.0,0.46806574,0.0,0.34366763,0.44785172,0.0,0.3457472,0.0,0.0,0.5572029,0.8979877,0.5204403,0.0,0.6233045,0.0,0.62826663,0.22946721,0.057922095,0.3377602,0.0,0.0,0.34417456,0.0,0.0,0.34147513,0.0,0.0,0.5521791,0.59118354,0.0,0.0,0.0,315
37,0.0,1.2928644,0.0,1.1811144,1.1403544,0.0,0.82596135,0.0,0.0,1.1717361,1.6522413,1.4958516,0.0,1.4827236,0.0,1.3377944,0.79349416,0.50326025,1.0491263,0.0,0.0,1.01454,0.0,0.0,0.98381394,0.0,0.0,1.1846298,1.1027099,0.0,0.0,0.0,321
38,0.0,1.3645419,0.091524825,1.2703081,1.1109577,0.0,0.7763865,0.0,0.0,1.049171,1.4457384,1.4177564,0.0,1.4967295,0.0,1.2263161,0.9666991,0.71541667,1.1451902,0.0,0.0,0.9028557,0.0,0.0,1.0618316,0.0,0.0,1.1359566,0.99104476,0.0,0.0,0.0,325
39,0.0,1.6635908,0.13958693,1.519906,1.3726988,0.0,0.93550694,0.0,0.0,1.2781063,1.7831006,1.8114363,0.0,1.8431476,0.0,1.4985005,1.1458958,0.82870233,1.3517964,0.0,0.0,1.1551721,0.0,0.0,1.2725418,0.0,0.0,1.3793446,1.1998757,0.0,0.0,0.0,326
40,0.0,1.5725255,0.123166025,1.4540468,1.3135157,0.0,0.90325177,0.0,0.0,1.2339884,1.6968259,1.7170256,0.0,1.7392614,0.0,1.4356835,1.0819634,0.78029275,1.2917162,0.0,0.0,1.0838469,0.0,0.0,1.2193472,0.0,0.0,1.3087597,1.1440444,0.0,0.0,0.0,338
41,0.0,1.2870564,0.0,0.96064115,1.2223701,0.0,0.8294383,0.0,0.0,1.3692921,2.1514235,1.6135017,0.0,1.6034199,0.0,1.5862796,0.59445316,0.23352656,0.8903935,0.0,0.0,1.277979,0.0,0.0,0.779547,0.0,0.0,1.3557335,1.3649971,0.0,0.0,0.0,356
42,0.0,2.578158,0.044020325,2.1164656,2.2698867,0.0,1.5227358,0.0,0.0,2.2517486,3.4490952,3.3299322,0.0,3.0567966,0.0,2.6534455,1.3949792,0.77591825,1.8206158,0.0,0.0,2.2627995,0.0,0.0,1.7764757,0.0,0.0,2.3309326,2.208533,0.0,0.0,0.0,357
43,0.0,1.7274264,0.0,1.4290489,1.5713661,0.0,1.1395764,0.0,0.0,1.6918867,2.6174254,2.3071175,0.0,2.1288476,0.0,1.9555804,0.83816063,0.3664697,1.2211344,0.0,0.0,1.7033948,0.0,0.0,1.1799936,0.0,0.0,1.7095857,1.7008598,0.0,0.0,0.0,358
44,0.0,1.9404911,0.0,1.4958148,1.7200335,0.0,1.1164978,0.0,0.0,1.7257736,2.6973095,2.3424325,0.0,2.3359492,0.0,2.0418758,1.0576421,0.5808952,1.3455064,0.0,0.0,1.6707548,0.0,0.0,1.2148166,0.0,0.0,1.7827858,1.7473371,0.0,0.0,0.0,359
45,0.0,2.0761373,0.013118163,1.7423958,1.8391364,0.0,1.2763586,0.0,0.0,1.8530664,2.803951,2.6571012,0.0,2.4727106,0.0,2.162434,1.1246469,0.62038684,1.5014192,0.0,0.0,1.7948169,0.0,0.0,1.4521883,0.0,0.0,1.8847543,1.8328636,0.0,0.0,0.0,379
46,0.0,1.9340028,0.0591318,1.6666371,1.6374241,0.0,1.1171907,0.0,0.0,1.5982045,2.355275,2.29842,0.0,2.2172618,0.0,1.8845344,1.1754446,0.7595737,1.4679897,0.0,0.0,1.5538373,0.0,0.0,1.3995703,0.0,0.0,1.6948421,1.5463449,0.0,0.0,0.0,385
47,0.0,1.5554881,0.13731888,1.4359263,1.2732905,0.0,0.86526847,0.0,0.0,1.1777939,1.6216689,1.644177,0.0,1.7057985,0.0,1.3799195,1.1064324,0.81901324,1.2870907,0.0,0.0,1.0418984,0.0,0.0,1.2053348,0.0,0.0,1.2804606,1.0934896,0.0,0.0,0.0,392
48,0.0,1.2224061,0.053866625,1.153723,1.0064512,0.0,0.69949746,0.0,0.0,0.9568332,1.2771908,1.2264034,0.0,1.3220414,0.0,1.1074495,0.8903875,0.6720145,1.0553695,0.0,0.0,0.78045166,0.0,0.0,0.97430456,0.0,0.0,1.030364,0.8667022,0.0,0.0,0.0,396
49,0.0,0.96905243,0.0,0.9157684,0.81674826,0.0,0.5879437,0.0,0.0,0.8080388,1.0506699,0.95235467,0.0,1.0789543,0.0,0.914541,0.742114,0.5407773,0.8541987,0.0,0.0,0.59672606,0.0,0.0,0.80719167,0.0,0.0,0.8466266,0.7046686,0.0,0.0,0.0,404
50,0.0,0.14282793,0.0,0.2044292,0.09226917,0.0,0.05725264,0.15893292,0.0,0.18928327,0.36426938,0.13828795,0.0,0.23328781,0.0,0.2954242,0.02218882,0.059082747,0.013925239,0.043808863,0.16093874,0.29657686,0.0,0.0,0.09454772,0.0,0.14881743,0.29883495,0.29875666,0.20026486,0.0,0.088422716,423
51,0.0,0.5098619,0.0,0.42660654,0.4333989,0.0,0.33338335,0.0,0.0,0.5687399,0.92940235,0.52968323,0.0,0.6181228,0.0,0.67154205,0.29512072,0.14796883,0.39327508,0.0,0.0,0.45445752,0.0,0.0,0.3703853,0.0,0.0,0.60889304,0.5907797,0.0,0.0,0.0,434
52,0.0,0.52550054,0.0,0.4519734,0.3760497,0.0,0.2923559,0.0,0.0,0.518806,0.94050443,0.52266437,0.0,0.6306269,0.0,0.66496044,0.27278525,0.17572388,0.38801706,0.0,0.0,0.56525373,0.0,0.0,0.35151237,0.0,0.0,0.6717307,0.6110812,0.0,0.0,0.0,439
53,0.0,0.9290117,0.0,0.70081127,0.79419166,0.0,0.5364508,0.0,0.0,0.9492097,1.6512254,1.0842077,0.0,1.1207594,0.0,1.1516627,0.42520565,0.17829244,0.62597007,0.0,0.0,1.0007275,0.0,0.0,0.5526401,0.0,0.0,1.1049376,1.0024775,0.0,0.0,0.0,472
54,0.08569148,0.070005745,0.0,0.028841391,0.10664458,0.0,0.1785725,0.24197547,0.0,0.24365422,0.32552797,0.037538543,0.0,0.23852786,0.0,0.22100998,0.12325734,0.0,0.08894111,0.037904605,0.1629707,0.0,0.0,0.0,0.19343197,0.0,0.07899544,0.23473844,0.19527562,0.29328752,0.0,0.09673337,493
55,0.0,1.3200896,0.043199718,1.2143161,1.1482918,0.0,0.79739416,0.0,0.0,1.1028075,1.4911987,1.4122344,0.0,1.4735951,0.0,1.2568662,0.89975584,0.6291028,1.1075951,0.0,0.0,0.8666668,0.0,0.0,1.029747,0.0,0.0,1.1296175,1.003336,0.0,0.0,0.0,496
56,0.0,1.2921747,0.08404404,1.2060242,1.0574079,0.0,0.7204249,0.0,0.0,0.99173635,1.3435966,1.3019251,0.0,1.4019371,0.0,1.1573768,0.9435663,0.71180576,1.0957417,0.0,0.0,0.8342602,0.0,0.0,1.0104057,0.0,0.0,1.0741284,0.91238916,0.0,0.0,0.0,500
57,0.0,1.1015812,0.0,0.783762,1.0373676,0.0,0.65463364,0.0,0.0,1.1612382,1.9538593,1.3428768,0.0,1.3746237,0.0,1.3824259,0.46721005,0.16107324,0.6925961,0.0,0.0,1.0881476,0.0,0.0,0.592451,0.0,0.0,1.2095877,1.2193764,0.0,0.0,0.0,501
58,0.0,0.3979042,0.0,0.35391837,0.2730534,0.0,0.24498951,0.0,0.0,0.44136035,0.7361504,0.36352694,0.0,0.47584677,0.0,0.5458814,0.27395308,0.18968561,0.35446042,0.0,0.0,0.42301106,0.0,0.0,0.34195727,0.0,0.0,0.53937566,0.45856443,0.0,0.0,0.0,503
59,0.0,0.4319615,0.0,0.33564684,0.43847567,0.0,0.35321215,0.0,0.0,0.5025004,0.60939825,0.36818787,0.0,0.5802622,0.0,0.5224153,0.35624826,0.17890057,0.39214176,0.0,0.0,0.18418108,0.0,0.0,0.4021346,0.0,0.0,0.45550388,0.41394517,0.08490667,0.0,0.0,504
60,0.0,0.7835416,0.0,0.6272135,0.6041627,0.0,0.43259934,0.0,0.0,0.7351423,1.3741055,0.89060324,0.0,0.923445,0.0,0.93600905,0.31760144,0.15072238,0.51493496,0.0,0.0,0.79150873,0.0,0.0,0.46100393,0.0,0.0,0.9212327,0.8833823,0.0,0.0,0.0,509
61,0.0,1.1800923,0.033457384,1.088546,0.9803331,0.0,0.6613065,0.0,0.0,0.9364453,1.270878,1.1640744,0.0,1.2854857,0.0,1.0892721,0.86320376,0.6428202,0.99892557,0.0,0.0,0.75753427,0.0,0.0,0.9092005,0.0,0.0,1.0034181,0.85277,0.0,0.0,0.0,510
62,0.0,1.7278017,0.0,1.4369638,1.5503356,0.0,1.0588508,0.0,0.0,1.6076429,2.4559534,2.1549084,0.0,2.0490339,0.0,1.8782388,0.9155994,0.50761664,1.2677267,0.0,0.0,1.516344,0.0,0.0,1.1865811,0.0,0.0,1.6541007,1.5706996,0.0,0.0,0.0,512
63,0.0,0.70577943,0.0,0.5361512,0.5752508,0.0,0.39346054,0.0,0.0,0.7103897,1.2214966,0.7197639,0.0,0.8375694,0.0,0.8676883,0.36598384,0.18345578,0.49303234,0.0,0.0,0.7679722,0.0,0.0,0.41373417,0.0,0.0,0.85076517,0.76489615,0.0,0.0,0.0,514
64,0.0,1.3341777,0.0,1.0302688,1.3285376,0.0,0.860284,0.0,0.0,1.455131,2.5084326,1.8772238,0.0,1.6741779,0.0,1.71589,0.44453204,0.050858602,0.80566,0.0,0.0,1.2309023,0.0,0.0,0.7902663,0.0,0.0,1.4739801,1.5270369,0.0,0.0,0.0,515
65,0.0,1.8095621,0.086156756,1.6011931,1.5257806,0.0,1.0482143,0.0,0.0,1.4715099,2.1172981,2.1044433,0.0,2.052933,0.0,1.7263224,1.1445808,0.7661408,1.4073026,0.0,0.0,1.3991287,0.0,0.0,1.3426847,0.0,0.0,1.5580947,1.4060082,0.0,0.0,0.0,516
66,0.0,1.4689652,0.12106231,1.3474206,1.207294,0.0,0.8125837,0.0,0.0,1.1152852,1.5401044,1.5300652,0.0,1.6085013,0.0,1.3087169,1.0418217,0.7705643,1.2087204,0.0,0.0,0.9535723,0.0,0.0,1.1228937,0.0,0.0,1.2039927,1.0437516,0.0,0.0,0.0,517
67,0.0,1.6006678,0.0,1.2186735,1.6362014,0.0,1.0436441,0.0,0.0,1.7421563,3.0401115,2.1889768,0.0,2.10212,0.0,2.0130186,0.6037814,0.07076356,0.94505435,0.0,0.0,1.529885,0.0,0.0,0.86315966,0.0,0.0,1.8045729,1.8235825,0.0,0.0,0.0,528
68,0.0,1.5674292,0.14599812,1.4455669,1.2848985,0.0,0.86777353,0.0,0.0,1.1817044,1.6311407,1.6543797,0.0,1.7189184,0.0,1.3872446,1.1101471,0.8257117,1.2931224,0.0,0.0,1.0335555,0.0,0.0,1.2077779,0.0,0.0,1.2826215,1.1035428,0.0,0.0,0.0,547
69,0.0,0.94409835,0.0,0.6330029,0.8229696,0.0,0.47517234,0.0,0.0,0.89711463,1.7769256,1.2842646,0.0,1.1806587,0.0,1.1805029,0.16034383,0.0,0.40836105,0.0,0.0,0.96454865,0.0,0.0,0.4057768,0.0,0.0,1.007643,1.2153693,0.0,0.0,0.0,552
70,0.0,1.6984514,0.10792726,1.5355273,1.4273298,0.0,0.9868783,0.0,0.0,1.3603638,1.9179037,1.9225092,0.0,1.9079359,0.0,1.5878812,1.1135298,0.7707962,1.356836,0.0,0.0,1.2372563,0.0,0.0,1.2857559,0.0,0.0,1.4353914,1.2878284,0.0,0.0,0.0,593
71,0.0,2.1536698,0.07412358,1.8351052,1.8405105,0.0,1.2585354,0.0,0.0,1.8025839,2.6890469,2.6528497,0.0,2.5007646,0.0,2.1260185,1.2582042,0.7780678,1.594537,0.0,0.0,1.7902656,0.0,0.0,1.5419279,0.0,0.0,1.8930243,1.7631582,0.0,0.0,0.0,596
72,0.0,0.4333893,0.0,0.33427998,0.34278238,0.0,0.24344856,0.0,0.0,0.51245254,0.84203684,0.38985318,0.0,0.5591052,0.0,0.6265355,0.30460492,0.18936479,0.33518595,0.0,0.0,0.5709276,0.0,0.0,0.3030417,0.0,0.0,0.6174681,0.50296223,0.0,0.0,0.0,610
73,0.10801998,0.0,0.0,0.004595399,0.0,0.0,0.07250723,0.2341797,0.019705407,0.1619409,0.1608167,0.0,0.0,0.14158513,0.0,0.17062011,0.121195726,0.08556025,0.03321728,0.09236385,0.258042,0.1140019,0.0,0.051814392,0.15023926,0.0,0.28113887,0.13229743,0.121087424,0.29288045,0.0,0.17696057,634
74,4.5383697,0.0,0.0,0.0,0.0,1.3476,0.0,0.76884705,3.4371161,0.0,0.0,0.0,2.6525707,0.0,1.2622654,0.0,0.0,0.0,0.0,1.4794004,4.6387253,0.0,1.911652,1.6617277,0.0,0.0,3.716753,0.0,0.0,5.7032013,0.8579488,3.060309,649
75,0.0,1.1272714,0.0,1.0628872,0.9479623,0.0,0.67861044,0.0,0.0,0.94467086,1.2701548,1.1537508,0.0,1.2370646,0.0,1.0855393,0.7926138,0.57638234,0.97623175,0.0,0.0,0.7522224,0.0,0.0,0.89640355,0.0,0.0,0.9929094,0.855451,0.0,0.0,0.0,658
76,0.0,0.66302395,0.0,0.5743536,0.63725555,0.0,0.45999342,0.0,0.0,0.7520959,1.1813849,0.7882103,0.0,0.8120426,0.0,0.8628787,0.32086748,0.13139749,0.48652065,0.0,0.0,0.5786927,0.0,0.0,0.470321,0.0,0.0,0.75782007,0.75126123,0.0,0.0,0.0,683
77,0.0,1.0047636,0.0,0.92826676,0.89542687,0.0,0.6821257,0.0,0.0,0.9676384,1.3667648,1.1271604,0.0,1.1668509,0.0,1.0944289,0.5983507,0.36610085,0.8378505,0.0,0.0,0.7952616,0.0,0.0,0.7591542,0.0,0.0,0.96109945,0.93594205,0.0,0.0,0.0,687
78,0.0,2.1837375,0.10186079,1.8559409,1.8598144,0.0,1.2599703,0.0,0.0,1.8020234,2.6723835,2.6496475,0.0,2.5240903,0.0,2.1270373,1.305981,0.8340217,1.6357734,0.0,0.0,1.7519957,0.0,0.0,1.5683839,0.0,0.0,1.8867949,1.7550651,0.0,0.0,0.0,702
79,0.0,1.6789565,0.18664047,1.5626088,1.382872,0.0,0.94174993,0.0,0.0,1.2671994,1.7304156,1.8245549,0.0,1.8395792,0.0,1.4815516,1.1845603,0.87718797,1.3872836,0.0,0.0,1.1078557,0.0,0.0,1.3218435,0.0,0.0,1.3567989,1.1683059,0.0,0.0,0.0,15
80,0.0,1.6801108,0.19198471,1.5540649,1.3732604,0.0,0.92626774,0.0,0.0,1.2502195,1.7198071,1.8022174,0.0,1.8424064,0.0,1.4678904,1.1988858,0.89478993,1.3856831,0.0,0.0,1.1075863,0.0,0.0,1.3125684,0.0,0.0,1.3559986,1.1600612,0.0,0.0,0.0,720
81,0.0,1.7084928,0.17425308,1.5666457,1.4077121,0.0,0.9522059,0.0,0.0,1.2955978,1.793122,1.8595363,0.0,1.881941,0.0,1.5202732,1.1907568,0.8764279,1.3985392,0.0,0.0,1.144241,0.0,0.0,1.323245,0.0,0.0,1.3900479,1.2065217,0.0,0.0,0.0,721
82,0.7910409,0.0,0.0,0.0,0.0,0.28236502,0.0,0.43828034,0.45913565,0.0,0.0,0.0,0.24132508,0.0,0.17338556,0.0,0.0,0.0,0.0,0.29786745,0.9031429,0.0,0.13954876,0.4068659,0.0,0.0,0.84246975,0.0,0.0,1.2244718,0.021852069,0.67972237,733
